id,title,date,tags,sorting,text,image
eap6w-pp183,Victimes de Japon et Vietminh,1948/1949,internment_lists,18,"The attached datasets contain the names of recorded Victims of Japanese and Vietminh actions. Several lists are compiling the dataset and the latest were created in 1949. Only these persons who had an event before 19.08.1945 were transcribed and are searchable. The original documents are now held at at the Archives Nationales d'Outre Mer - Mairie d'Aix-en-Provence.

Multiple datasets generated from the source material, including transcriptions of person entries (names, dates of birth and death where available, profession and often location, remarks and operating unit) and structured person instance data derived from them are provided. Key historic person instance information (appearances in documents), serialized as JSON according to a formal schema is available, together with the JSON Schema itself. This is intended for use by external applications, and can also be searched interactively using a DPCL presentation website (see below) which explains the datasets further. In contrast to transcription data, which represents the printed and hand-written source material, and is often organized inconsistently, the historic person instance data provided here enables reliable searching across multiple archival sources. The historic person instance JSON is lightweight to enable scalability across large numbers of sub-collections/archives: it does not contain all of the information sometimes transcribed, such as remarks and military operating unit. However it does provide IIIF canvas IDs, connecting the person instance to the page in the source document where it originally occurred.

Where annotations can be generated from transcriptions they are provided as Web Annotation Data Model (WADM) annotation collections serialized as JSON, which are linked to source documents via PIDs. The annotation data can be used independently with the IIIF service provided here, to connect person instances interactively to their occurrence in the source documents. Provided principally for analysis preservation and verification purposes, the transcription data is less suitable for automated searching than the historic person instance JSON (above).

These datasets are also deposited in the Zenodo global catch-all repository as record DOI: 10.5281/zenodo.7064971,

A project website at https://www.divisive-power.org/ offers case studies well as search facilities which have access to all of the DPCL datasets, and additionally to other Divisive Power of Citizenship datasets.

This work is funded by Swiss National Science Foundation grant 100011_184860/1 ""Divisive Power of Citizenship""",eap6w-pp183.png
bqppf-tkv82,"Liste des Indiens, sujets britanniques, décédés","September 29, 1943",residents_of_allied_states,39,"The attached datasets contain the names of 61 British citizens whose death after December 1941 was registered by the Swiss Consulate. The Swiss Consulate represented British Interest in French Indochina. The dataset comprises two lists. One list was compiled on 29th September 1943 by the Swiss Consul in Saigon, Hans Hirsbrunner. The second list was created on 28th January 1944. The original documents are now held at the Swiss Federal Archives in Bern.

Multiple datasets generated from the source material, including transcriptions of person entries (names, dates of birth and death where available, profession and often location, remarks and operating unit) and structured person instance data derived from them are provided. Key historic person instance information (appearances in documents), serialized as JSON according to a formal schema is available, together with the JSON Schema itself. This is intended for use by external applications, and can also be searched interactively using a DPCL presentation website (see below) which explains the datasets further. In contrast to transcription data, which represents the printed and hand-written source material, and is often organized inconsistently, the historic person instance data provided here enables reliable searching across multiple archival sources. The historic person instance JSON is lightweight to enable scalability across large numbers of sub-collections/archives: it does not contain all of the information sometimes transcribed, such as remarks and military operating unit. However it does provide IIIF canvas IDs, connecting the person instance to the page in the source document where it originally occurred.

Where annotations can be generated from transcriptions they are provided as Web Annotation Data Model (WADM) annotation collections serialized as JSON, which are linked to source documents via PIDs. The annotation data can be used independently with the IIIF service provided here, to connect person instances interactively to their occurrence in the source documents. Provided principally for analysis preservation and verification purposes, the transcription data is less suitable for automated searching than the historic person instance JSON (above).

These datasets are also deposited in the Zenodo global catch-all repository as record DOI: 10.5281/zenodo.7064971,

A project website at https://www.divisive-power.org/ offers case studies well as search facilities which have access to all of the DPCL datasets, and additionally to other Divisive Power of Citizenship datasets.

This work is funded by Swiss National Science Foundation grant 100011_184860/1 ""Divisive Power of Citizenship""",bqppf-tkv82.png
gnxgd-5ra65,Cadre Indochine 1° statistique,Unknown,list_of_officials,41,"The attached datasets contain the names of 69 French citizens who reference a dossier with Information about commissioners and principals. While the entry date into Indochina is given, little is known about the list's purpose. Furthermore, no date of creation could be established. The original documents are now held at the Archives Nationales d'Outre Mer - Mairie d'Aix-en-Provence.

Multiple datasets generated from the source material, including transcriptions of person entries (names, dates of birth and death where available, profession and often location, remarks and operating unit) and structured person instance data derived from them are provided. Key historic person instance information (appearances in documents), serialized as JSON according to a formal schema is available, together with the JSON Schema itself. This is intended for use by external applications, and can also be searched interactively using a DPCL presentation website (see below) which explains the datasets further. In contrast to transcription data, which represents the printed and hand-written source material, and is often organized inconsistently, the historic person instance data provided here enables reliable searching across multiple archival sources. The historic person instance JSON is lightweight to enable scalability across large numbers of sub-collections/archives: it does not contain all of the information sometimes transcribed, such as remarks and military operating unit. However it does provide IIIF canvas IDs, connecting the person instance to the page in the source document where it originally occurred.

Where annotations can be generated from transcriptions they are provided as Web Annotation Data Model (WADM) annotation collections serialized as JSON, which are linked to source documents via PIDs. The annotation data can be used independently with the IIIF service provided here, to connect person instances interactively to their occurrence in the source documents. Provided principally for analysis preservation and verification purposes, the transcription data is less suitable for automated searching than the historic person instance JSON (above).

These datasets are also deposited in the Zenodo global catch-all repository as record DOI: 10.5281/zenodo.7064971,

A project website at https://www.divisive-power.org/ offers case studies well as search facilities which have access to all of the DPCL datasets, and additionally to other Divisive Power of Citizenship datasets.

This work is funded by Swiss National Science Foundation grant 100011_184860/1 ""Divisive Power of Citizenship""",gnxgd-5ra65.png
y2bj5-y5w37,Séquestre de biens allemands,1941/1942,confiscation,25,"With the declaration of war against Germany in September 1939, the French authorities started confiscating goods belonging to now enemy citizens and companies. With the capitulation of France in June 1940, these confiscations had to be reversed, and the dataset contains that list of demands. Original documents now held at the Archives Nationales d'Outre Mer - Mairie d'Aix-en-Provence, compiled from February 1941 to February 1942.

Multiple datasets generated from the source material, including transcriptions of person entries (names, dates of birth and death where available, profession and often location, remarks and operating unit) and structured person instance data derived from them are provided. Key historic person instance information (appearances in documents), serialized as JSON according to a formal schema is available, together with the JSON Schema itself. This is intended for use by external applications, and can also be searched interactively using a DPCL presentation website (see below) which explains the datasets further. In contrast to transcription data, which represents the printed and hand-written source material, and is often organized inconsistently, the historic person instance data provided here enables reliable searching across multiple archival sources. The historic person instance JSON is lightweight to enable scalability across large numbers of sub-collections/archives: it does not contain all of the information sometimes transcribed, such as remarks and military operating unit. However it does provide IIIF canvas IDs, connecting the person instance to the page in the source document where it originally occurred.

Where annotations can be generated from transcriptions they are provided as Web Annotation Data Model (WADM) annotation collections serialized as JSON, which are linked to source documents via PIDs. The annotation data can be used independently with the IIIF service provided here, to connect person instances interactively to their occurrence in the source documents. Provided principally for analysis preservation and verification purposes, the transcription data is less suitable for automated searching than the historic person instance JSON (above).

These datasets are also deposited in the Zenodo global catch-all repository as record DOI: 10.5281/zenodo.7064971,

A project website at https://www.divisive-power.org/ offers case studies well as search facilities which have access to all of the DPCL datasets, and additionally to other Divisive Power of Citizenship datasets.

This work is funded by Swiss National Science Foundation grant 100011_184860/1 ""Divisive Power of Citizenship""",y2bj5-y5w37.png
6frkw-03t50,République démocratique annamite Cour d'Appel de Saigon,"September 14, 1945",list_of_officials,42,"The attached dataset contains information about 48 Vietnamese who, by 14th September 1945, were named to the Cour d'Appel in Saigon and the Tribunals in Cochinchina. Next to the individual's name, his new position and function prior to the Japanese Coup d'État on the 9th March 1945 is included in the list. All information has been transcribed. Original documents now held at the Archives Nationales d'Outre Mer - Mairie d'Aix-en-Provence were compiled on 14th September 1945.

Multiple datasets generated from the source material, including transcriptions of person entries (names, dates of birth and death where available, profession and often location, remarks and operating unit) and structured person instance data derived from them are provided. Key historic person instance information (appearances in documents), serialized as JSON according to a formal schema is available, together with the JSON Schema itself. This is intended for use by external applications, and can also be searched interactively using a DPCL presentation website (see below) which explains the datasets further. In contrast to transcription data, which represents the printed and hand-written source material, and is often organized inconsistently, the historic person instance data provided here enables reliable searching across multiple archival sources. The historic person instance JSON is lightweight to enable scalability across large numbers of sub-collections/archives: it does not contain all of the information sometimes transcribed, such as remarks and military operating unit. However it does provide IIIF canvas IDs, connecting the person instance to the page in the source document where it originally occurred.

Where annotations can be generated from transcriptions they are provided as Web Annotation Data Model (WADM) annotation collections serialized as JSON, which are linked to source documents via PIDs. The annotation data can be used independently with the IIIF service provided here, to connect person instances interactively to their occurrence in the source documents. Provided principally for analysis preservation and verification purposes, the transcription data is less suitable for automated searching than the historic person instance JSON (above).

These datasets are also deposited in the Zenodo global catch-all repository as record DOI: 10.5281/zenodo.7064971,

A project website at https://www.divisive-power.org/ offers case studies well as search facilities which have access to all of the DPCL datasets, and additionally to other Divisive Power of Citizenship datasets.

This work is funded by Swiss National Science Foundation grant 100011_184860/1 ""Divisive Power of Citizenship""",6frkw-03t50.png
1f5g5-yw713,Reports Of Recovered Personnel Sept 1945 French Collection 1,"September, 1941",internment_lists,5,"The attached dataset contains information about 4,784 internees released by U.S. personnel in September 1945 from internment camps in Hanoi and Haiphong. The Japanese Army interned these predominantly French military personnel after the Japanese Coup d'État on the 9th of March, 1945. Original documents now held at the National Archives and Records Administration were compiled in September 1945.

Multiple datasets generated from the source material, including transcriptions of person entries (names, dates of birth and death where available, profession and often location, remarks and operating unit) and structured person instance data derived from them are provided. Key historic person instance information (appearances in documents), serialized as JSON according to a formal schema is available, together with the JSON Schema itself. This is intended for use by external applications, and can also be searched interactively using a DPCL presentation website (see below) which explains the datasets further. In contrast to transcription data, which represents the printed and hand-written source material, and is often organized inconsistently, the historic person instance data provided here enables reliable searching across multiple archival sources. The historic person instance JSON is lightweight to enable scalability across large numbers of sub-collections/archives: it does not contain all of the information sometimes transcribed, such as remarks and military operating unit. However it does provide IIIF canvas IDs, connecting the person instance to the page in the source document where it originally occurred.

Where annotations can be generated from transcriptions they are provided as Web Annotation Data Model (WADM) annotation collections serialized as JSON, which are linked to source documents via PIDs. The annotation data can be used independently with the IIIF service provided here, to connect person instances interactively to their occurrence in the source documents. Provided principally for analysis preservation and verification purposes, the transcription data is less suitable for automated searching than the historic person instance JSON (above).

These datasets are also deposited in the Zenodo global catch-all repository as record DOI: 10.5281/zenodo.5666547.

A project website at https://www.divisive-power.org/ offers case studies well as search facilities which have access to all of the DPCL datasets, and additionally to other Divisive Power of Citizenship datasets.

This work is funded by Swiss National Science Foundation grant 100011_184860/1 ""Divisive Power of Citizenship""",1f5g5-yw713.png
9kx4q-v8c15,Reports Of Recovered Personnel Sept 1945 French Collection 2,"September, 1941",internment_lists,6,"The attached dataset contains information about 4,784 internees released by U.S. personnel in September 1945 from internment camps in Hanoi and Haiphong. The Japanese Army interned these predominantly French military personnel after the Japanese Coup d'État on the 9th of March, 1945. Original documents now held at the National Archives and Records Administration were compiled in September 1945.

Multiple datasets generated from the source material, including transcriptions of person entries (names, dates of birth and death where available, profession and often location, remarks and operating unit) and structured person instance data derived from them are provided. Key historic person instance information (appearances in documents), serialized as JSON according to a formal schema is available, together with the JSON Schema itself. This is intended for use by external applications, and can also be searched interactively using a DPCL presentation website (see below) which explains the datasets further. In contrast to transcription data, which represents the printed and hand-written source material, and is often organized inconsistently, the historic person instance data provided here enables reliable searching across multiple archival sources. The historic person instance JSON is lightweight to enable scalability across large numbers of sub-collections/archives: it does not contain all of the information sometimes transcribed, such as remarks and military operating unit. However it does provide IIIF canvas IDs, connecting the person instance to the page in the source document where it originally occurred.

Where annotations can be generated from transcriptions they are provided as Web Annotation Data Model (WADM) annotation collections serialized as JSON, which are linked to source documents via PIDs. The annotation data can be used independently with the IIIF service provided here, to connect person instances interactively to their occurrence in the source documents. Provided principally for analysis preservation and verification purposes, the transcription data is less suitable for automated searching than the historic person instance JSON (above).

These datasets are also deposited in the Zenodo global catch-all repository as record DOI: 10.5281/zenodo.5666547.

A project website at https://www.divisive-power.org/ offers case studies well as search facilities which have access to all of the DPCL datasets, and additionally to other Divisive Power of Citizenship datasets.

This work is funded by Swiss National Science Foundation grant 100011_184860/1 ""Divisive Power of Citizenship""",9kx4q-v8c15.png
19z71-7f369,Reports Of Recovered Personnel Sept 1945 French Collection 3,"September, 1941",internment_lists,7,"The attached dataset contains information about 4,784 internees released by U.S. personnel in September 1945 from internment camps in Hanoi and Haiphong. The Japanese Army interned these predominantly French military personnel after the Japanese Coup d'État on the 9th of March, 1945. Original documents now held at the National Archives and Records Administration were compiled in September 1945.

Multiple datasets generated from the source material, including transcriptions of person entries (names, dates of birth and death where available, profession and often location, remarks and operating unit) and structured person instance data derived from them are provided. Key historic person instance information (appearances in documents), serialized as JSON according to a formal schema is available, together with the JSON Schema itself. This is intended for use by external applications, and can also be searched interactively using a DPCL presentation website (see below) which explains the datasets further. In contrast to transcription data, which represents the printed and hand-written source material, and is often organized inconsistently, the historic person instance data provided here enables reliable searching across multiple archival sources. The historic person instance JSON is lightweight to enable scalability across large numbers of sub-collections/archives: it does not contain all of the information sometimes transcribed, such as remarks and military operating unit. However it does provide IIIF canvas IDs, connecting the person instance to the page in the source document where it originally occurred.

Where annotations can be generated from transcriptions they are provided as Web Annotation Data Model (WADM) annotation collections serialized as JSON, which are linked to source documents via PIDs. The annotation data can be used independently with the IIIF service provided here, to connect person instances interactively to their occurrence in the source documents. Provided principally for analysis preservation and verification purposes, the transcription data is less suitable for automated searching than the historic person instance JSON (above).

These datasets are also deposited in the Zenodo global catch-all repository as record DOI: 10.5281/zenodo.5666547.

A project website at https://www.divisive-power.org/ offers case studies well as search facilities which have access to all of the DPCL datasets, and additionally to other Divisive Power of Citizenship datasets.

This work is funded by Swiss National Science Foundation grant 100011_184860/1 ""Divisive Power of Citizenship""",19z71-7f369.png
j38q7-rq422,Reports Of Recovered Personnel Sept 1945 French Collection 4,"September, 1941",internment_lists,8,"The attached dataset contains information about 4,784 internees released by U.S. personnel in September 1945 from internment camps in Hanoi and Haiphong. The Japanese Army interned these predominantly French military personnel after the Japanese Coup d'État on the 9th of March, 1945. Original documents now held at the National Archives and Records Administration were compiled in September 1945.

Multiple datasets generated from the source material, including transcriptions of person entries (names, dates of birth and death where available, profession and often location, remarks and operating unit) and structured person instance data derived from them are provided. Key historic person instance information (appearances in documents), serialized as JSON according to a formal schema is available, together with the JSON Schema itself. This is intended for use by external applications, and can also be searched interactively using a DPCL presentation website (see below) which explains the datasets further. In contrast to transcription data, which represents the printed and hand-written source material, and is often organized inconsistently, the historic person instance data provided here enables reliable searching across multiple archival sources. The historic person instance JSON is lightweight to enable scalability across large numbers of sub-collections/archives: it does not contain all of the information sometimes transcribed, such as remarks and military operating unit. However it does provide IIIF canvas IDs, connecting the person instance to the page in the source document where it originally occurred.

Where annotations can be generated from transcriptions they are provided as Web Annotation Data Model (WADM) annotation collections serialized as JSON, which are linked to source documents via PIDs. The annotation data can be used independently with the IIIF service provided here, to connect person instances interactively to their occurrence in the source documents. Provided principally for analysis preservation and verification purposes, the transcription data is less suitable for automated searching than the historic person instance JSON (above).

These datasets are also deposited in the Zenodo global catch-all repository as record DOI: 10.5281/zenodo.5666547.

A project website at https://www.divisive-power.org/ offers case studies well as search facilities which have access to all of the DPCL datasets, and additionally to other Divisive Power of Citizenship datasets.

This work is funded by Swiss National Science Foundation grant 100011_184860/1 ""Divisive Power of Citizenship""",j38q7-rq422.png
wzk15-pdr31,Reports Of Recovered Personnel Sept 1945 French Collection 5,"September, 1941",internment_lists,9,"The attached dataset contains information about 4,784 internees released by U.S. personnel in September 1945 from internment camps in Hanoi and Haiphong. The Japanese Army interned these predominantly French military personnel after the Japanese Coup d'État on the 9th of March, 1945. Original documents now held at the National Archives and Records Administration were compiled in September 1945.

Multiple datasets generated from the source material, including transcriptions of person entries (names, dates of birth and death where available, profession and often location, remarks and operating unit) and structured person instance data derived from them are provided. Key historic person instance information (appearances in documents), serialized as JSON according to a formal schema is available, together with the JSON Schema itself. This is intended for use by external applications, and can also be searched interactively using a DPCL presentation website (see below) which explains the datasets further. In contrast to transcription data, which represents the printed and hand-written source material, and is often organized inconsistently, the historic person instance data provided here enables reliable searching across multiple archival sources. The historic person instance JSON is lightweight to enable scalability across large numbers of sub-collections/archives: it does not contain all of the information sometimes transcribed, such as remarks and military operating unit. However it does provide IIIF canvas IDs, connecting the person instance to the page in the source document where it originally occurred.

Where annotations can be generated from transcriptions they are provided as Web Annotation Data Model (WADM) annotation collections serialized as JSON, which are linked to source documents via PIDs. The annotation data can be used independently with the IIIF service provided here, to connect person instances interactively to their occurrence in the source documents. Provided principally for analysis preservation and verification purposes, the transcription data is less suitable for automated searching than the historic person instance JSON (above).

These datasets are also deposited in the Zenodo global catch-all repository as record DOI: 10.5281/zenodo.5666547.

A project website at https://www.divisive-power.org/ offers case studies well as search facilities which have access to all of the DPCL datasets, and additionally to other Divisive Power of Citizenship datasets.

This work is funded by Swiss National Science Foundation grant 100011_184860/1 ""Divisive Power of Citizenship""",wzk15-pdr31.png
3g7v2-h5281,Légion française des combattants et des volontaires de la Révolution nationale Cambodge,1941/1944,LFCVRN,4,"This record relates to approximately 729 members of the Union of the so-called ""Légion française des combattants et des volontaires de la Révolution nationale"" in Cambodia. This list is not a complete register of the members of the organization. Information was gathered from the bulletin ""Légion française des Combattants Union locale du Cambodge"". Original documents are now held at the Archives nationales Pierrefitte-sur-Seine and were compiled during the War. The Légion, which was established by Philippe Pétain in August 1940, combined the existing Veteran's organization. By November 1941, admission to the Légion was opened for non-combatants as well. It served as a means to propagate Vichy Ideologies throughout the empire.

Multiple datasets generated from the source material, including transcriptions of person entries (names, dates of birth and death where available, profession and often location, remarks and operating unit) and structured person instance data derived from them are provided. Key historic person instance information (appearances in documents), serialized as JSON according to a formal schema is available, together with the JSON Schema itself. This is intended for use by external applications, and can also be searched interactively using a DPCL presentation website (see below) which explains the datasets further. In contrast to transcription data, which represents the printed and hand-written source material, and is often organized inconsistently, the historic person instance data provided here enables reliable searching across multiple archival sources. The historic person instance JSON is lightweight to enable scalability across large numbers of sub-collections/archives: it does not contain all of the information sometimes transcribed, such as remarks and military operating unit. However it does provide IIIF canvas IDs, connecting the person instance to the page in the source document where it originally occurred.

Where annotations can be generated from transcriptions they are provided as Web Annotation Data Model (WADM) annotation collections serialized as JSON, which are linked to source documents via PIDs. The annotation data can be used independently with the IIIF service provided here, to connect person instances interactively to their occurrence in the source documents. Provided principally for analysis preservation and verification purposes, the transcription data is less suitable for automated searching than the historic person instance JSON (above).

These datasets are also deposited in the Zenodo global catch-all repository as record DOI: 10.5281/zenodo.7064995.

A project website at https://www.divisive-power.org/ offers case studies well as search facilities which have access to all of the DPCL datasets, and additionally to other Divisive Power of Citizenship datasets.

This work is funded by Swiss National Science Foundation grant 100011_184860/1 ""Divisive Power of Citizenship""",3g7v2-h5281.png
09z0z-6da78,Extraction de personnalités d'Indochine,"July 25, 1945",internment_lists,20,"During the period following the Japanese Coup d'État, a small French Army under the command of General Gabriel Sabattier managed to avoid capturing and reaching China. Consequently, attempts were made to extract from now occupied Indochina 33 designated persons. This dataset contains the list of these persons. Original documents are now held at the Archives nationales Pierrefitte-sur-Seine and were compiled on the 25th of July 1945.

Multiple datasets generated from the source material, including transcriptions of person entries (names, dates of birth and death where available, profession and often location, remarks and operating unit) and structured person instance data derived from them are provided. Key historic person instance information (appearances in documents), serialized as JSON according to a formal schema is available, together with the JSON Schema itself. This is intended for use by external applications, and can also be searched interactively using a DPCL presentation website (see below) which explains the datasets further. In contrast to transcription data, which represents the printed and hand-written source material, and is often organized inconsistently, the historic person instance data provided here enables reliable searching across multiple archival sources. The historic person instance JSON is lightweight to enable scalability across large numbers of sub-collections/archives: it does not contain all of the information sometimes transcribed, such as remarks and military operating unit. However it does provide IIIF canvas IDs, connecting the person instance to the page in the source document where it originally occurred.

Where annotations can be generated from transcriptions they are provided as Web Annotation Data Model (WADM) annotation collections serialized as JSON, which are linked to source documents via PIDs. The annotation data can be used independently with the IIIF service provided here, to connect person instances interactively to their occurrence in the source documents. Provided principally for analysis preservation and verification purposes, the transcription data is less suitable for automated searching than the historic person instance JSON (above).

These datasets are also deposited in the Zenodo global catch-all repository as record DOI: 10.5281/zenodo.7065001.

A project website at https://www.divisive-power.org/ offers case studies well as search facilities which have access to all of the DPCL datasets, and additionally to other Divisive Power of Citizenship datasets.

This work is funded by Swiss National Science Foundation grant 100011_184860/1 ""Divisive Power of Citizenship""",09z0z-6da78.png
937r5-taw57,Denaturalized persons,Unknown,legal_purges,30,"This data is based upon a searchable database provided by the Archives Nationales. It has been created within the process of a collaboration between the ""Mémorial de la Shoah"", the ""US Holocaust Memorial Museum"", and the ""Archives Nationales"". The dataset comprises 15'096 Persons who lost their citizenship due to new legislation by the Vichy Regime. The main target of these denaturalization efforts was the Jewish population in France. The persons targeted by this legislation resided predominantly in metropolitan France; some in the French colonies of Northern Africa, but very few with Connections to East Asia. Original documents are now held at the Archives nationales Pierrefitte-sur-Seine.

Multiple datasets generated from the source material, including transcriptions of person entries (names, dates of birth and death where available, profession and often location, remarks and operating unit) and structured person instance data derived from them are provided. Key historic person instance information (appearances in documents), serialized as JSON according to a formal schema is available, together with the JSON Schema itself. This is intended for use by external applications, and can also be searched interactively using a DPCL presentation website (see below) which explains the datasets further. In contrast to transcription data, which represents the printed and hand-written source material, and is often organized inconsistently, the historic person instance data provided here enables reliable searching across multiple archival sources. The historic person instance JSON is lightweight to enable scalability across large numbers of sub-collections/archives: it does not contain all of the information sometimes transcribed, such as remarks and military operating unit. However it does provide IIIF canvas IDs, connecting the person instance to the page in the source document where it originally occurred.

Where annotations can be generated from transcriptions they are provided as Web Annotation Data Model (WADM) annotation collections serialized as JSON, which are linked to source documents via PIDs. The annotation data can be used independently with the IIIF service provided here, to connect person instances interactively to their occurrence in the source documents. Provided principally for analysis preservation and verification purposes, the transcription data is less suitable for automated searching than the historic person instance JSON (above).

These datasets are also deposited in the Zenodo global catch-all repository as record DOI: 10.5281/zenodo.5116012.

A project website at https://www.divisive-power.org/ offers case studies well as search facilities which have access to all of the DPCL datasets, and additionally to other Divisive Power of Citizenship datasets.

This work is funded by Swiss National Science Foundation grant 100011_184860/1 ""Divisive Power of Citizenship""",937r5-taw57.png
gd5pa-v3f44,Relations économiques avec l'ennemi,"November 27, 1947",legal_purges,31,"The attached datasets contain the names of 114 French citizens and companies who, after the Second World War, declared that they had economic relations with the enemy during the war. In that case, this enemy was mainly Japan. Unfortunately, little information beyond a list of names is given. Original documents are now held at the Archives nationales Pierrefitte-sur-Seine and were compiled on the 27th of November 1947.

Multiple datasets generated from the source material, including transcriptions of person entries (names, dates of birth and death where available, profession and often location, remarks and operating unit) and structured person instance data derived from them are provided. Key historic person instance information (appearances in documents), serialized as JSON according to a formal schema is available, together with the JSON Schema itself. This is intended for use by external applications, and can also be searched interactively using a DPCL presentation website (see below) which explains the datasets further. In contrast to transcription data, which represents the printed and hand-written source material, and is often organized inconsistently, the historic person instance data provided here enables reliable searching across multiple archival sources. The historic person instance JSON is lightweight to enable scalability across large numbers of sub-collections/archives: it does not contain all of the information sometimes transcribed, such as remarks and military operating unit. However it does provide IIIF canvas IDs, connecting the person instance to the page in the source document where it originally occurred.

Where annotations can be generated from transcriptions they are provided as Web Annotation Data Model (WADM) annotation collections serialized as JSON, which are linked to source documents via PIDs. The annotation data can be used independently with the IIIF service provided here, to connect person instances interactively to their occurrence in the source documents. Provided principally for analysis preservation and verification purposes, the transcription data is less suitable for automated searching than the historic person instance JSON (above).

These datasets are also deposited in the Zenodo global catch-all repository as record DOI: 10.5281/zenodo.7065007.

A project website at https://www.divisive-power.org/ offers case studies well as search facilities which have access to all of the DPCL datasets, and additionally to other Divisive Power of Citizenship datasets.

This work is funded by Swiss National Science Foundation grant 100011_184860/1 ""Divisive Power of Citizenship""",gd5pa-v3f44.png
qbry7-1fd49,Rapatriement des légionnaires allemands stationnés en Indochine,"February 2, 1942",repatriation_list,34,"The attached datasets contain the names of 110 German Citizens and members of the French Foreign Légion. With the French Surrender and the Armistice of 22 June 1940, German members of the French Foreign Légion were given the possibility to leave French Service and join the German Army. The datasets comprise several lists with very similar information. Only one list was digitalized, all contain the same persons, but the person's information differs. The transcripted list is the most accurate. Original documents are now held at the Archives nationales Pierrefitte-sur-Seine and were created by The Representative of the Ministry of Foreign Affairs. The different lists were dated September and October 1941 and February 1942, respectively.

Multiple datasets generated from the source material, including transcriptions of person entries (names, dates of birth and death where available, profession and often location, remarks and operating unit) and structured person instance data derived from them are provided. Key historic person instance information (appearances in documents), serialized as JSON according to a formal schema is available, together with the JSON Schema itself. This is intended for use by external applications, and can also be searched interactively using a DPCL presentation website (see below) which explains the datasets further. In contrast to transcription data, which represents the printed and hand-written source material, and is often organized inconsistently, the historic person instance data provided here enables reliable searching across multiple archival sources. The historic person instance JSON is lightweight to enable scalability across large numbers of sub-collections/archives: it does not contain all of the information sometimes transcribed, such as remarks and military operating unit. However it does provide IIIF canvas IDs, connecting the person instance to the page in the source document where it originally occurred.

Where annotations can be generated from transcriptions they are provided as Web Annotation Data Model (WADM) annotation collections serialized as JSON, which are linked to source documents via PIDs. The annotation data can be used independently with the IIIF service provided here, to connect person instances interactively to their occurrence in the source documents. Provided principally for analysis preservation and verification purposes, the transcription data is less suitable for automated searching than the historic person instance JSON (above).

These datasets are also deposited in the Zenodo global catch-all repository as record DOI: 10.5281/zenodo.7065035.

A project website at https://www.divisive-power.org/ offers case studies well as search facilities which have access to all of the DPCL datasets, and additionally to other Divisive Power of Citizenship datasets.

This work is funded by Swiss National Science Foundation grant 100011_184860/1 ""Divisive Power of Citizenship""",qbry7-1fd49.png
stfnw-j8933,Liste nominative du Personnel Européen de la police et de la sûreté ayant participé à l'activité de la défense passive lors du bombardement de P.Penh du 7-2-45,,list_of_officials,43,"The attached records contain the names of the 80 European police personnel who participated in passive defense during the bombardment of Phnom Penh on February 7, 1945. These individuals were recommended for distinguished service. The original documents, now in the Archives Nationales d'Outre Mer - Mairie d'Aix-en-Provence, were compiled in April 1950.

Multiple datasets generated from the source material, including transcriptions of person entries (names, dates of birth and death where available, profession and often location, remarks and operating unit) and structured person instance data derived from them are provided. Key historic person instance information (appearances in documents), serialized as JSON according to a formal schema is available, together with the JSON Schema itself. This is intended for use by external applications, and can also be searched interactively using a DPCL presentation website (see below) which explains the datasets further. In contrast to transcription data, which represents the printed and hand-written source material, and is often organized inconsistently, the historic person instance data provided here enables reliable searching across multiple archival sources. The historic person instance JSON is lightweight to enable scalability across large numbers of sub-collections/archives: it does not contain all of the information sometimes transcribed, such as remarks and military operating unit. However it does provide IIIF canvas IDs, connecting the person instance to the page in the source document where it originally occurred.

Where annotations can be generated from transcriptions they are provided as Web Annotation Data Model (WADM) annotation collections serialized as JSON, which are linked to source documents via PIDs. The annotation data can be used independently with the IIIF service provided here, to connect person instances interactively to their occurrence in the source documents. Provided principally for analysis preservation and verification purposes, the transcription data is less suitable for automated searching than the historic person instance JSON (above).

These datasets are also deposited in the Zenodo global catch-all repository as record DOI: 10.5281/zenodo.7065041.

A project website at https://www.divisive-power.org/ offers case studies well as search facilities which have access to all of the DPCL datasets, and additionally to other Divisive Power of Citizenship datasets.

This work is funded by Swiss National Science Foundation grant 100011_184860/1 ""Divisive Power of Citizenship""",stfnw-j8933.png
